Entry	Protein names	Gene names	Gene names  (primary )	Cross-reference (GeneID)	Cross-reference (Ensembl)	Length	Mass	Status
Q5JYT7	Uncharacterized protein KIAA1755	KIAA1755	KIAA1755	85449;	ENST00000279024;	1200	130,846	reviewed
Q96PY0	Putative uncharacterized protein PSMG3-AS1 (PSMG3 antisense RNA 1)	PSMG3-AS1 KIAA1908	PSMG3-AS1			264	28,245	reviewed
Q99456	Keratin, type I cytoskeletal 12 (Cytokeratin-12) (CK-12) (Keratin-12) (K12)	KRT12	KRT12	3859;	ENST00000251643;ENST00000572470;	494	53,511	reviewed
P05783	Keratin, type I cytoskeletal 18 (Cell proliferation-inducing gene 46 protein) (Cytokeratin-18) (CK-18) (Keratin-18) (K18)	KRT18 CYK18 PIG46	KRT18	3875;	ENST00000388835;ENST00000388837;	430	48,058	reviewed
P35900	Keratin, type I cytoskeletal 20 (Cytokeratin-20) (CK-20) (Keratin-20) (K20) (Protein IT)	KRT20	KRT20	54474;	ENST00000167588;ENST00000576098;	424	48,487	reviewed
Q7Z3Y7	Keratin, type I cytoskeletal 28 (Cytokeratin-28) (CK-28) (Keratin-25D) (K25D) (Keratin-28) (K28) (Type I inner root sheath-specific keratin-K25irs4)	KRT28 KRT25D	KRT28	162605;	ENST00000306658;	464	50,567	reviewed
Q15323	Keratin, type I cuticular Ha1 (Hair keratin, type I Ha1) (Keratin-31) (K31)	KRT31 HHA1 HKA1 KRTHA1	KRT31	3881;	ENST00000251645;ENST00000573281;	416	47,237	reviewed
Q5QGS0	Protein KIAA2022	KIAA2022	KIAA2022	340533;	ENST00000055682;ENST00000616200;	1516	167,551	reviewed
Q01546	Keratin, type II cytoskeletal 2 oral (Cytokeratin-2P) (CK-2P) (K2P) (Keratin-76) (K76) (Type-II keratin Kb9)	KRT76 KRT2B KRT2P	KRT76	51350;	ENST00000332411;	638	65,841	reviewed
Q14CN4	Keratin, type II cytoskeletal 72 (Cytokeratin-72) (CK-72) (Keratin-72) (K72) (Type II inner root sheath-specific keratin-K6irs2) (Type-II keratin Kb35)	KRT72 K6IRS2 KB35 KRT6 KRT6IRS2	KRT72	140807;	ENST00000293745;ENST00000354310;ENST00000537672;	511	55,877	reviewed
P08729	Keratin, type II cytoskeletal 7 (Cytokeratin-7) (CK-7) (Keratin-7) (K7) (Sarcolectin) (Type-II keratin Kb7)	KRT7 SCL	KRT7	3855;	ENST00000331817;	469	51,386	reviewed
P16871	Interleukin-7 receptor subunit alpha (IL-7 receptor subunit alpha) (IL-7R subunit alpha) (IL-7R-alpha) (IL-7RA) (CDw127) (CD antigen CD127)	IL7R	IL7R	3575;	ENST00000303115;	459	51,581	reviewed
P10145	Interleukin-8 (IL-8) (C-X-C motif chemokine 8) (Chemokine (C-X-C motif) ligand 8) (Emoctakin) (Granulocyte chemotactic protein 1) (GCP-1) (Monocyte-derived neutrophil chemotactic factor) (MDNCF) (Monocyte-derived neutrophil-activating peptide) (MONAP) (Neutrophil-activating protein 1) (NAP-1) (Protein 3-10C) (T-cell chemotactic factor) [Cleaved into: MDNCF-a (GCP/IL-8 protein IV) (IL8/NAP1 form I); Interleukin-8 ((Ala-IL-8)77) (GCP/IL-8 protein II) (IL-8(1-77)) (IL8/NAP1 form II) (MDNCF-b); IL-8(5-77); IL-8(6-77) ((Ser-IL-8)72) (GCP/IL-8 protein I) (IL8/NAP1 form III) (Lymphocyte-derived neutrophil-activating factor) (LYNAP) (MDNCF-c) (Neutrophil-activating factor) (NAF); IL-8(7-77) (GCP/IL-8 protein V) (IL8/NAP1 form IV); IL-8(8-77) (GCP/IL-8 protein VI) (IL8/NAP1 form V); IL-8(9-77) (GCP/IL-8 protein III) (IL8/NAP1 form VI)]	CXCL8 IL8	CXCL8	3576;	ENST00000307407;	99	11,098	reviewed
O60684	Importin subunit alpha-7 (Karyopherin subunit alpha-6)	KPNA6 IPOA7	KPNA6	23633;	ENST00000373625;	536	60,030	reviewed
Q9C086	INO80 complex subunit B (High mobility group AT-hook 1-like 4) (IES2 homolog) (hIes2) (PAP-1-associated protein 1) (PAPA-1) (Zinc finger HIT domain-containing protein 4)	INO80B HMGA1L4 PAPA1 ZNHIT4	INO80B	83444;	ENST00000233331;	356	38,637	reviewed
Q8NI35	InaD-like protein (Inadl protein) (hINADL) (Pals1-associated tight junction protein) (Protein associated to tight junctions)	INADL PATJ	INADL	10207;	ENST00000371158;ENST00000484937;	1801	196,368	reviewed
O15225	Putative inactivation escape 1 protein	INE1 DXS6974E	INE1			51	5,365	reviewed
Q9NXR8	Inhibitor of growth protein 3 (p47ING3)	ING3 HSPC301	ING3	54556;	ENST00000315870;ENST00000339121;ENST00000427726;	418	46,743	reviewed
P08476	Inhibin beta A chain (Activin beta-A chain) (Erythroid differentiation protein) (EDF)	INHBA	INHBA	3624;	ENST00000242208;ENST00000442711;	426	47,442	reviewed
O95050	Indolethylamine N-methyltransferase (Indolamine N-methyltransferase) (EC 2.1.1.49) (EC 2.1.1.96) (Aromatic alkylamine N-methyltransferase) (Amine N-methyltransferase) (Arylamine N-methyltransferase) (Thioether S-methyltransferase) (TEMT)	INMT	INMT	11185;	ENST00000013222;ENST00000409539;	263	28,891	reviewed
Q9Y5U4	Insulin-induced gene 2 protein (INSIG-2)	INSIG2	INSIG2	51141;	ENST00000245787;	225	24,778	reviewed
Q9NV88	Integrator complex subunit 9 (Int9) (Protein related to CPSF subunits of 74 kDa) (RC-74)	INTS9 RC74	INTS9	55756;	ENST00000416984;ENST00000521022;ENST00000521777;	658	73,814	reviewed
P23677	Inositol-trisphosphate 3-kinase A (EC 2.7.1.127) (Inositol 1,4,5-trisphosphate 3-kinase A) (IP3 3-kinase A) (IP3K A) (InsP 3-kinase A)	ITPKA	ITPKA	3706;	ENST00000260386;	461	51,009	reviewed
Q96DU7	Inositol-trisphosphate 3-kinase C (EC 2.7.1.127) (Inositol 1,4,5-trisphosphate 3-kinase C) (IP3 3-kinase C) (IP3K C) (InsP 3-kinase C)	ITPKC IP3KC	ITPKC	80271;	ENST00000263370;	683	75,207	reviewed
Q6NXS1	Protein phosphatase inhibitor 2-like protein 3 (Protein phosphatase 1, regulatory subunit 2 pseudogene 3)	PPP1R2P3	PPP1R2P3			205	23,048	reviewed
Q9H8X2	Inositol-pentakisphosphate 2-kinase (EC 2.7.1.158) (IPK1 homolog) (Inositol-1,3,4,5,6-pentakisphosphate 2-kinase) (Ins(1,3,4,5,6)P5 2-kinase) (InsP5 2-kinase)	IPPK C9orf12	IPPK	64768;	ENST00000287996;	491	56,017	reviewed
Q9NWZ3	Interleukin-1 receptor-associated kinase 4 (IRAK-4) (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-64)	IRAK4	IRAK4	51135;	ENST00000431837;ENST00000440781;ENST00000551736;ENST00000613694;	460	51,530	reviewed
O14896	Interferon regulatory factor 6 (IRF-6)	IRF6	IRF6	3664;	ENST00000367021;ENST00000542854;	467	53,130	reviewed
P20155	Serine protease inhibitor Kazal-type 2 (Acrosin-trypsin inhibitor) (Epididymis tissue protein Li 172) (HUSI-II)	SPINK2	SPINK2	6691;	ENST00000248701;	84	9,291	reviewed
Q6UWN8	Serine protease inhibitor Kazal-type 6 (Kallikrein inhibitor)	SPINK6 UNQ844/PRO1782	SPINK6	404203;	ENST00000325630;ENST00000621437;	80	8,585	reviewed
P0C7L1	Serine protease inhibitor Kazal-type 8	SPINK8	SPINK8	646424;	ENST00000434006;	97	10,821	reviewed
Q96A47	Insulin gene enhancer protein ISL-2 (Islet-2)	ISL2	ISL2	64843;	ENST00000290759;	359	39,768	reviewed
A4D126	Isoprenoid synthase domain-containing protein (EC 2.7.7.-) (2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase-like protein)	ISPD	ISPD	729920;	ENST00000399310;ENST00000407010;	451	49,873	reviewed
P17301	Integrin alpha-2 (CD49 antigen-like family member B) (Collagen receptor) (Platelet membrane glycoprotein Ia) (GPIa) (VLA-2 subunit alpha) (CD antigen CD49b)	ITGA2 CD49B	ITGA2	3673;	ENST00000296585;	1181	129,295	reviewed
P26006	Integrin alpha-3 (CD49 antigen-like family member C) (FRP-2) (Galactoprotein B3) (GAPB3) (VLA-3 subunit alpha) (CD antigen CD49c) [Cleaved into: Integrin alpha-3 heavy chain; Integrin alpha-3 light chain]	ITGA3 MSK18	ITGA3	3675;	ENST00000007722;ENST00000320031;	1051	116,612	reviewed
P13612	Integrin alpha-4 (CD49 antigen-like family member D) (Integrin alpha-IV) (VLA-4 subunit alpha) (CD antigen CD49d)	ITGA4 CD49D	ITGA4	3676;	ENST00000339307;ENST00000397033;	1032	114,900	reviewed
P53708	Integrin alpha-8 [Cleaved into: Integrin alpha-8 heavy chain; Integrin alpha-8 light chain]	ITGA8	ITGA8	8516;	ENST00000378076;	1063	117,474	reviewed
P38570	Integrin alpha-E (HML-1 antigen) (Integrin alpha-IEL) (Mucosal lymphocyte 1 antigen) (CD antigen CD103) [Cleaved into: Integrin alpha-E light chain; Integrin alpha-E heavy chain]	ITGAE	ITGAE	3682;	ENST00000263087;	1179	130,159	reviewed
O14713	Integrin beta-1-binding protein 1 (Integrin cytoplasmic domain-associated protein 1) (ICAP-1)	ITGB1BP1 ICAP1	ITGB1BP1	9270;	ENST00000238091;ENST00000355346;ENST00000360635;ENST00000488451;	200	21,782	reviewed
Q96J02	E3 ubiquitin-protein ligase Itchy homolog (Itch) (EC 6.3.2.-) (Atrophin-1-interacting protein 4) (AIP4) (NFE2-associated polypeptide 1) (NAPP1)	ITCH	ITCH	83737;	ENST00000262650;ENST00000374864;ENST00000535650;ENST00000610336;ENST00000621101;	903	102,803	reviewed
Q13572	Inositol-tetrakisphosphate 1-kinase (EC 2.7.1.134) (Inositol 1,3,4-trisphosphate 5/6-kinase) (Inositol-triphosphate 5/6-kinase) (Ins(1,3,4)P(3) 5/6-kinase) (EC 2.7.1.159)	ITPK1	ITPK1	3705;	ENST00000267615;ENST00000354313;ENST00000556603;ENST00000614271;ENST00000617836;ENST00000626153;	414	45,621	reviewed
Q14643	Inositol 1,4,5-trisphosphate receptor type 1 (IP3 receptor isoform 1) (IP3R 1) (InsP3R1) (Type 1 inositol 1,4,5-trisphosphate receptor) (Type 1 InsP3 receptor)	ITPR1 INSP3R1	ITPR1	3708;	ENST00000302640;ENST00000354582;ENST00000357086;ENST00000443694;ENST00000456211;	2758	313,929	reviewed
Q14571	Inositol 1,4,5-trisphosphate receptor type 2 (IP3 receptor isoform 2) (IP3R 2) (InsP3R2) (Type 2 inositol 1,4,5-trisphosphate receptor) (Type 2 InsP3 receptor)	ITPR2	ITPR2	3709;	ENST00000242737;ENST00000381340;	2701	308,064	reviewed
Q92833	Protein Jumonji (Jumonji/ARID domain-containing protein 2)	JARID2 JMJ	JARID2	3720;	ENST00000341776;ENST00000397311;	1246	138,734	reviewed
Q8WYK2	Jun dimerization protein 2	JDP2	JDP2	122953;	ENST00000267569;ENST00000419727;ENST00000435893;ENST00000437176;	163	18,704	reviewed
Q96N16	Janus kinase and microtubule-interacting protein 1 (GABA-B receptor-binding protein) (Multiple alpha-helices and RNA-linker protein 1) (Marlin-1)	JAKMIP1 GABABRBP JAMIP1 MARLIN1	JAKMIP1	152789;	ENST00000282924;ENST00000409021;ENST00000409371;ENST00000409831;ENST00000410077;	626	73,209	reviewed
Q96S16	JmjC domain-containing protein 8 (Jumonji domain-containing protein 8)	JMJD8 C16orf20 PP14397	JMJD8	339123;	ENST00000412368;ENST00000609261;	334	36,870	reviewed
O76095	Protein JTB (Jumping translocation breakpoint protein) (Prostate androgen-regulated protein) (PAR protein)	JTB HSPC222	JTB	10899;	ENST00000271843;ENST00000356648;ENST00000368589;ENST00000428469;	146	16,358	reviewed
Q8NCT3	Uncharacterized protein KIAA0895	KIAA0895	KIAA0895	23366;	ENST00000297063;ENST00000317020;ENST00000338533;ENST00000415803;ENST00000436884;ENST00000440378;	520	60,525	reviewed
Q6UXG2	UPF0577 protein KIAA1324 (Estrogen-induced gene 121 protein)	KIAA1324 EIG121 UNQ2426/PRO4985	KIAA1324	57535;	ENST00000369939;ENST00000529753;	1013	111,382	reviewed
Q8N8K9	Uncharacterized protein KIAA1958	KIAA1958	KIAA1958	158405;	ENST00000337530;ENST00000374244;ENST00000536272;	716	79,212	reviewed
P08727	Keratin, type I cytoskeletal 19 (Cytokeratin-19) (CK-19) (Keratin-19) (K19)	KRT19	KRT19	3880;	ENST00000361566;	400	44,106	reviewed
Q7Z3Y9	Keratin, type I cytoskeletal 26 (Cytokeratin-26) (CK-26) (Keratin-25B) (K25B) (Keratin-26) (K26) (Type I inner root sheath-specific keratin-K25irs2)	KRT26 KRT25B	KRT26	353288;	ENST00000335552;	468	51,911	reviewed
Q7Z3Y8	Keratin, type I cytoskeletal 27 (Cytokeratin-27) (CK-27) (Keratin-25C) (K25C) (Keratin-27) (K27) (Type I inner root sheath-specific keratin-K25irs3)	KRT27 KRT25C	KRT27	342574;	ENST00000301656;	459	49,822	reviewed
P04264	Keratin, type II cytoskeletal 1 (67 kDa cytokeratin) (Cytokeratin-1) (CK-1) (Hair alpha protein) (Keratin-1) (K1) (Type-II keratin Kb1)	KRT1 KRTA	KRT1	3848;	ENST00000252244;	644	66,039	reviewed
P04259	Keratin, type II cytoskeletal 6B (Cytokeratin-6B) (CK-6B) (Keratin-6B) (K6B) (Type-II keratin Kb10)	KRT6B K6B KRTL1	KRT6B	3854;	ENST00000252252;	564	60,067	reviewed
Q3SY84	Keratin, type II cytoskeletal 71 (Cytokeratin-71) (CK-71) (Keratin-71) (K71) (Type II inner root sheath-specific keratin-K6irs1) (Keratin 6 irs) (hK6irs) (hK6irs1) (Type-II keratin Kb34)	KRT71 K6IRS1 KB34 KRT6IRS1	KRT71	112802;	ENST00000267119;	523	57,292	reviewed
Q5XKE5	Keratin, type II cytoskeletal 79 (Cytokeratin-79) (CK-79) (Keratin-6-like) (Keratin-6L) (Keratin-79) (K79) (Type-II keratin Kb38)	KRT79 K6L KB38 KRT6L	KRT79	338785;	ENST00000330553;	535	57,836	reviewed
P27144	Adenylate kinase 4, mitochondrial (AK 4) (EC 2.7.4.10) (EC 2.7.4.6) (Adenylate kinase 3-like) (GTP:AMP phosphotransferase AK4)	AK4 AK3 AK3L1	AK4	205;	ENST00000327299;ENST00000395334;ENST00000545314;	223	25,268	reviewed
P29622	Kallistatin (Kallikrein inhibitor) (Peptidase inhibitor 4) (PI-4) (Serpin A4)	SERPINA4 KST PI4	SERPINA4	5267;	ENST00000298841;ENST00000555095;ENST00000557004;	427	48,542	reviewed
Q9P2N6	KAT8 regulatory NSL complex subunit 3 (NSL complex protein NSL3) (Non-specific lethal 3 homolog) (Serum inhibited-related protein) (Testis development protein PRTD)	KANSL3 KIAA1310 NSL3 PRTD SI1	KANSL3	55683;	ENST00000420155;ENST00000431828;	904	95,992	reviewed
Q96T52	Mitochondrial inner membrane protease subunit 2 (EC 3.4.21.-) (IMP2-like protein)	IMMP2L	IMMP2L	83943;	ENST00000331762;ENST00000405709;ENST00000447215;ENST00000452895;	175	19,718	reviewed
P29218	Inositol monophosphatase 1 (IMP 1) (IMPase 1) (EC 3.1.3.25) (D-galactose 1-phosphate phosphatase) (EC 3.1.3.94) (Inositol-1(or 4)-monophosphatase 1) (Lithium-sensitive myo-inositol monophosphatase A1)	IMPA1 IMPA	IMPA1	3612;	ENST00000256108;ENST00000311489;ENST00000449740;	277	30,189	reviewed
Q9NX62	Inositol monophosphatase 3 (IMP 3) (IMPase 3) (EC 3.1.3.25) (EC 3.1.3.7) (Golgi 3-prime phosphoadenosine 5-prime phosphate 3-prime phosphatase) (Golgi-resident PAP phosphatase) (gPAPP) (Inositol monophosphatase domain-containing protein 1) (Inositol-1(or 4)-monophosphatase 3) (Myo-inositol monophosphatase A3)	IMPAD1 IMPA3	IMPAD1	54928;	ENST00000262644;	359	38,681	reviewed
Q8NBZ0	INO80 complex subunit E (Coiled-coil domain-containing protein 95)	INO80E CCDC95	INO80E	283899;	ENST00000562441;ENST00000563197;ENST00000567065;ENST00000620599;	244	26,478	reviewed
Q0VD86	Protein INCA1 (Inhibitor of CDK interacting with cyclin A1)	INCA1 HSD45	INCA1	388324;	ENST00000355025;ENST00000574617;ENST00000575780;ENST00000576820;	236	26,817	reviewed
Q27J81	Inverted formin-2 (HBEBP2-binding protein C)	INF2 C14orf151 C14orf173	INF2	64423;	ENST00000330634;ENST00000392634;ENST00000398337;	1249	135,624	reviewed
Q9BT40	Inositol polyphosphate 5-phosphatase K (EC 3.1.3.56) (Skeletal muscle and kidney-enriched inositol phosphatase)	INPP5K PPS SKIP	INPP5K	51763;	ENST00000320345;ENST00000406424;ENST00000421807;	448	51,090	reviewed
Q9Y581	Insulin-like peptide INSL6 (Insulin-like peptide 6) (Relaxin/insulin-like factor 1) [Cleaved into: Insulin-like peptide INSL6 B chain; Insulin-like peptide INSL6 A chain]	INSL6 RIF1	INSL6	11172;	ENST00000381641;	213	24,860	reviewed
F8WCM5	Insulin, isoform 2 (INS-IGF2 readthrough transcript protein)	INS-IGF2	INS-IGF2	723961;	ENST00000356578;ENST00000397270;	200	21,537	reviewed
Q92813	Type II iodothyronine deiodinase (EC 1.21.99.4) (5DII) (DIOII) (Type 2 DI) (Type-II 5'-deiodinase)	DIO2 ITDI2 TXDI2	DIO2	1734;	ENST00000438257;ENST00000557010;	273	30,552	reviewed
P55073	Thyroxine 5-deiodinase (EC 1.21.99.3) (5DIII) (DIOIII) (Type 3 DI) (Type III iodothyronine deiodinase)	DIO3 ITDI3 TXDI3	DIO3	1735;	ENST00000510508;	304	33,947	reviewed
Q9UI26	Importin-11 (Imp11) (Ran-binding protein 11) (RanBP11)	IPO11 RANBP11	IPO11	51194;	ENST00000325324;ENST00000409296;	975	112,535	reviewed
O94829	Importin-13 (Imp13) (Karyopherin-13) (Kap13) (Ran-binding protein 13) (RanBP13)	IPO13 KIAA0724 RANBP13	IPO13	9670;	ENST00000372343;	963	108,195	reviewed
Q96PQ5	Putative protein phosphatase inhibitor 2-like protein 1 (Protein phosphatase 1, regulatory subunit 2 pseudogene 1)	PPP1R2P1	PPP1R2P1			205	22,863	reviewed
A8MYZ5	IQ domain-containing protein F6	IQCF6	IQCF6	440956;	ENST00000398780;	107	13,059	reviewed
Q1A5X6	IQ domain-containing protein J	IQCJ	IQCJ	654502;	ENST00000397832;ENST00000451172;ENST00000482126;	159	18,226	reviewed
Q5JU85	IQ motif and SEC7 domain-containing protein 2	IQSEC2 KIAA0522	IQSEC2	23096;	ENST00000375365;ENST00000396435;	1478	161,736	reviewed
Q86VI3	Ras GTPase-activating-like protein IQGAP3	IQGAP3	IQGAP3	128239;	ENST00000361170;	1631	184,699	reviewed
A6NK06	Cis-aconitate decarboxylase (CAD) (EC 4.1.1.6) (Aconitate decarboxylase) (Aconitate decarboxylase 1) (Cis-aconitic acid decarboxylase) (Immune-responsive gene 1 protein)	ACOD1 IRG1	ACOD1	730249;	ENST00000377462;	481	52,628	reviewed
P78414	Iroquois-class homeodomain protein IRX-1 (Homeodomain protein IRXA1) (Iroquois homeobox protein 1)	IRX1 IRXA1	IRX1	79192;	ENST00000302006;	480	49,621	reviewed
P78411	Iroquois-class homeodomain protein IRX-5 (Homeodomain protein IRX-2A) (Homeodomain protein IRXB2) (Iroquois homeobox protein 5)	IRX5 IRX2A IRXB2	IRX5	10265;	ENST00000320990;ENST00000394636;ENST00000558597;	483	50,361	reviewed
O14498	Immunoglobulin superfamily containing leucine-rich repeat protein	ISLR UNQ189/PRO215	ISLR	3671;	ENST00000249842;ENST00000395118;	428	45,997	reviewed
Q96AB3	Isochorismatase domain-containing protein 2	ISOC2	ISOC2	79763;	ENST00000085068;ENST00000425675;ENST00000438389;	205	22,337	reviewed
P53990	IST1 homolog (hIST1) (Putative MAPK-activating protein PM28)	IST1 KIAA0174	IST1	9798;	ENST00000329908;ENST00000378798;ENST00000378799;ENST00000535424;ENST00000538850;ENST00000541571;ENST00000544564;ENST00000606369;	364	39,751	reviewed
P08514	Integrin alpha-IIb (GPalpha IIb) (GPIIb) (Platelet membrane glycoprotein IIb) (CD antigen CD41) [Cleaved into: Integrin alpha-IIb heavy chain; Integrin alpha-IIb light chain, form 1; Integrin alpha-IIb light chain, form 2]	ITGA2B GP2B ITGAB	ITGA2B	3674;	ENST00000262407;	1039	113,377	reviewed
Q13683	Integrin alpha-7 [Cleaved into: Integrin alpha-7 heavy chain; Integrin alpha-7 light chain; Integrin alpha-7 70 kDa form]	ITGA7 UNQ406/PRO768	ITGA7	3679;	ENST00000257879;ENST00000452168;ENST00000553804;ENST00000555728;	1181	128,948	reviewed
Q13797	Integrin alpha-9 (Integrin alpha-RLC)	ITGA9	ITGA9	3680;	ENST00000264741;	1035	114,489	reviewed
P20701	Integrin alpha-L (CD11 antigen-like family member A) (Leukocyte adhesion glycoprotein LFA-1 alpha chain) (LFA-1A) (Leukocyte function-associated molecule 1 alpha chain) (CD antigen CD11a)	ITGAL CD11A	ITGAL	3683;	ENST00000356798;ENST00000358164;	1170	128,770	reviewed
P06756	Integrin alpha-V (Vitronectin receptor subunit alpha) (CD antigen CD51) [Cleaved into: Integrin alpha-V heavy chain; Integrin alpha-V light chain]	ITGAV MSK8 VNRA	ITGAV	3685;	ENST00000261023;ENST00000374907;ENST00000433736;	1048	116,038	reviewed
P16144	Integrin beta-4 (GP150) (CD antigen CD104)	ITGB4	ITGB4	3691;	ENST00000200181;ENST00000449880;ENST00000450894;ENST00000579662;	1822	202,167	reviewed
P26010	Integrin beta-7 (Gut homing receptor beta subunit)	ITGB7	ITGB7	3695;	ENST00000267082;ENST00000422257;ENST00000550743;	798	86,903	reviewed
P26012	Integrin beta-8	ITGB8	ITGB8	3696;	ENST00000222573;ENST00000537992;	769	85,632	reviewed
Q14624	Inter-alpha-trypsin inhibitor heavy chain H4 (ITI heavy chain H4) (ITI-HC4) (Inter-alpha-inhibitor heavy chain 4) (Inter-alpha-trypsin inhibitor family heavy chain-related protein) (IHRP) (Plasma kallikrein sensitive glycoprotein 120) (Gp120) (PK-120) [Cleaved into: 70 kDa inter-alpha-trypsin inhibitor heavy chain H4; 35 kDa inter-alpha-trypsin inhibitor heavy chain H4]	ITIH4 IHRP ITIHL1 PK120 PRO1851	ITIH4	3700;	ENST00000266041;ENST00000406595;	930	103,357	reviewed
Q6PHW0	Iodotyrosine deiodinase 1 (IYD-1) (EC 1.21.1.1) (Iodotyrosine dehalogenase 1)	IYD C6orf71 DEHAL1	IYD	389434;	ENST00000229447;ENST00000344419;ENST00000367335;ENST00000392256;	289	33,360	reviewed
Q9Y219	Protein jagged-2 (Jagged2) (hJ2)	JAG2	JAG2	3714;	ENST00000331782;ENST00000347004;	1238	133,367	reviewed
Q8N5M9	Protein jagunal homolog 1	JAGN1	JAGN1	84522;	ENST00000307768;	183	21,125	reviewed
P23458	Tyrosine-protein kinase JAK1 (EC 2.7.10.2) (Janus kinase 1) (JAK-1)	JAK1 JAK1A JAK1B	JAK1	3716;	ENST00000342505;	1154	133,277	reviewed
Q9Y4A0	Jerky protein homolog-like (Human homolog of mouse jerky gene protein) (HHMJG)	JRKL	JRKL	8690;	ENST00000332349;	524	59,912	reviewed
Q15652	Probable JmjC domain-containing histone demethylation protein 2C (EC 1.14.11.-) (Jumonji domain-containing protein 1C) (Thyroid receptor-interacting protein 8) (TR-interacting protein 8) (TRIP-8)	JMJD1C JHDM2C KIAA1380 TRIP8	JMJD1C	221037;	ENST00000399262;ENST00000542921;	2540	284,525	reviewed
Q9UQF2	C-Jun-amino-terminal kinase-interacting protein 1 (JIP-1) (JNK-interacting protein 1) (Islet-brain 1) (IB-1) (JNK MAP kinase scaffold protein 1) (Mitogen-activated protein kinase 8-interacting protein 1)	MAPK8IP1 IB1 JIP1 PRKM8IP	MAPK8IP1	9479;	ENST00000241014;	711	77,524	reviewed
Q13387	C-Jun-amino-terminal kinase-interacting protein 2 (JIP-2) (JNK-interacting protein 2) (Islet-brain-2) (IB-2) (JNK MAP kinase scaffold protein 2) (Mitogen-activated protein kinase 8-interacting protein 2)	MAPK8IP2 IB2 JIP2 PRKM8IPL	MAPK8IP2	23542;	ENST00000329492;	824	87,975	reviewed
Q6NYC1	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 (EC 1.14.11.-) (Histone arginine demethylase JMJD6) (JmjC domain-containing protein 6) (Jumonji domain-containing protein 6) (Lysyl-hydroxylase JMJD6) (Peptide-lysine 5-dioxygenase JMJD6) (Phosphatidylserine receptor) (Protein PTDSR)	JMJD6 KIAA0585 PTDSR	JMJD6	23210;	ENST00000397625;ENST00000445478;	403	46,462	reviewed
